4,1/18/2016 9:00:00,1/18/2016 19:00:00,York Street free day.,Botanic Gardens Free Day,"1007 York St, Denver, CO 80206",http://www.botanicgardens.org/events/free-days,1
4,2/15/2016 9:00:00,2/15/2016 19:00:00,York Street free day.,Botanic Gardens Free Day,"1007 York St, Denver, CO 80206",http://www.botanicgardens.org/events/free-days,1
4,3/19/2016 9:00:00,3/19/2016 19:00:00,York Street free day.,Botanic Gardens Free Day,"1008 York St, Denver, CO 80206",http://www.botanicgardens.org/events/free-days,1
4,4/3/2016 9:00:00,4/3/2016 19:00:00,York Street free day.,Botanic Gardens Free Day,"1009 York St, Denver, CO 80206",http://www.botanicgardens.org/events/free-days,1
4,6/23/2016 9:00:00,6/23/2016 19:00:00,York Street free day.,Botanic Gardens Free Day,"1010 York St, Denver, CO 80206",http://www.botanicgardens.org/events/free-days,1
4,7/26/2016 9:00:00,7/26/2016 19:00:00,York Street free day.,Botanic Gardens Free Day,"1011 York St, Denver, CO 80206",http://www.botanicgardens.org/events/free-days,1
4,9/14/2016 9:00:00,9/14/2016 19:00:00,York Street free day.,Botanic Gardens Free Day,"1012 York St, Denver, CO 80206",http://www.botanicgardens.org/events/free-days,1
4,11/11/2016 9:00:00,11/11/2016 19:00:00,York Street free day.,Botanic Gardens Free Day,"1013 York St, Denver, CO 80206",http://www.botanicgardens.org/events/free-days,1
4,11/12/2016 9:00:00,11/12/2016 19:00:00,York Street free day.,Botanic Gardens Free Day,"1014 York St, Denver, CO 80206",http://www.botanicgardens.org/events/free-days,1
4,1/5/2016 9:00:00,1/5/2016 19:00:00,Chatfield Farms free day.,Botanic Gardens Free Day,"8500 W Deer Creek Canyon Road, Littleton, CO 80128",http://www.botanicgardens.org/events/free-days,1
4,2/2/2016 9:00:00,2/2/2016 19:00:00,Chatfield Farms free day.,Botanic Gardens Free Day,"8501 W Deer Creek Canyon Road, Littleton, CO 80128",http://www.botanicgardens.org/events/free-days,1
4,3/1/2016 9:00:00,3/1/2016 19:00:00,Chatfield Farms free day.,Botanic Gardens Free Day,"8502 W Deer Creek Canyon Road, Littleton, CO 80128",http://www.botanicgardens.org/events/free-days,1
4,4/5/2016 9:00:00,4/5/2016 19:00:00,Chatfield Farms free day.,Botanic Gardens Free Day,"8503 W Deer Creek Canyon Road, Littleton, CO 80128",http://www.botanicgardens.org/events/free-days,1
4,6/7/2016 9:00:00,6/7/2016 19:00:00,Chatfield Farms free day.,Botanic Gardens Free Day,"8504 W Deer Creek Canyon Road, Littleton, CO 80128",http://www.botanicgardens.org/events/free-days,1
4,7/12/2016 9:00:00,7/12/2016 19:00:00,Chatfield Farms free day.,Botanic Gardens Free Day,"8505 W Deer Creek Canyon Road, Littleton, CO 80128",http://www.botanicgardens.org/events/free-days,1
4,8/2/2016 9:00:00,8/2/2016 19:00:00,Chatfield Farms free day.,Botanic Gardens Free Day,"8506 W Deer Creek Canyon Road, Littleton, CO 80128",http://www.botanicgardens.org/events/free-days,1
4,11/1/2016 9:00:00,11/1/2016 19:00:00,Chatfield Farms free day.,Botanic Gardens Free Day,"8507 W Deer Creek Canyon Road, Littleton, CO 80128",http://www.botanicgardens.org/events/free-days,1
11,1/8/2016 9:00:00,1/8/2016 19:00:00,Join the crowds for Free Day at the Denver Zoo!,Denver Zoo Free Day,"2300 Steele St, Denver, CO 80205",http://denverzoo.org/plan-your-visit/hours-admission,2
11,1/9/2016 9:00:00,1/9/2016 19:00:00,Join the crowds for Free Day at the Denver Zoo!,Denver Zoo Free Day,"2301 Steele St, Denver, CO 80205",http://denverzoo.org/plan-your-visit/hours-admission,2
11,1/21/2016 9:00:00,1/21/2016 19:00:00,Join the crowds for Free Day at the Denver Zoo!,Denver Zoo Free Day,"2302 Steele St, Denver, CO 80205",http://denverzoo.org/plan-your-visit/hours-admission,2
11,1/31/2016 9:00:00,1/31/2016 19:00:00,Join the crowds for Free Day at the Denver Zoo!,Denver Zoo Free Day,"2303 Steele St, Denver, CO 80205",http://denverzoo.org/plan-your-visit/hours-admission,2
11,2/1/2016 9:00:00,2/1/2016 19:00:00,Join the crowds for Free Day at the Denver Zoo!,Denver Zoo Free Day,"2304 Steele St, Denver, CO 80205",http://denverzoo.org/plan-your-visit/hours-admission,2
11,2/18/2016 9:00:00,2/18/2016 19:00:00,Join the crowds for Free Day at the Denver Zoo!,Denver Zoo Free Day,"2305 Steele St, Denver, CO 80205",http://denverzoo.org/plan-your-visit/hours-admission,2
11,11/4/2016 9:00:00,11/4/2016 19:00:00,Join the crowds for Free Day at the Denver Zoo!,Denver Zoo Free Day,"2306 Steele St, Denver, CO 80205",http://denverzoo.org/plan-your-visit/hours-admission,2
11,11/7/2016 9:00:00,11/7/2016 19:00:00,Join the crowds for Free Day at the Denver Zoo!,Denver Zoo Free Day,"2307 Steele St, Denver, CO 80205",http://denverzoo.org/plan-your-visit/hours-admission,2
11,11/17/2016 9:00:00,11/17/2016 19:00:00,Join the crowds for Free Day at the Denver Zoo!,Denver Zoo Free Day,"2308 Steele St, Denver, CO 80205",http://denverzoo.org/plan-your-visit/hours-admission,2
5,1/25/2016 9:00:00,1/25/2016 19:00:00,Free Day at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2001 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,2/7/2016 9:00:00,2/7/2016 19:00:00,Free Day at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2002 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,3/7/2016 9:00:00,3/7/2016 19:00:00,Free Day at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2003 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,4/10/2016 9:00:00,4/10/2016 19:00:00,Earth Day at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2004 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,4/23/2016 9:00:00,4/23/2016 19:00:00,Día del Niño at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2005 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,5/9/2016 9:00:00,5/9/2016 19:00:00,Free Day at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2006 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,6/5/2016 9:00:00,6/5/2016 19:00:00,Space Day at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2007 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,8/29/2016 9:00:00,8/29/2016 19:00:00,Free Day at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2008 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,9/11/2016 9:00:00,9/11/2016 19:00:00,Free Day at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2009 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,10/24/2016 9:00:00,10/24/2016 19:00:00,Fossil Day at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2010 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,11/13/2016 9:00:00,11/13/2016 19:00:00,Free Day at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2011 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,12/12/2016 9:00:00,12/12/2016 19:00:00,Free Day at the Denver Museum of Nature and Science!,Denver Museum of Nature and Science Free Day,"2012 Colorado Blvd, Denver, CO 80205",http://www.dmns.org/plan-your-visit/scfd-free-days/,3
5,1/29/2016 10:00:00,1/29/2016 20:00:00,Free all day long on the last Friday of every month!,Clyfford Still Museum Free Day,"1250 Bannock Street, Denver, CO 80204",https://clyffordstillmuseum.org/info,4
5,2/26/2016 10:00:00,2/26/2016 20:00:00,Free all day long on the last Friday of every month!,Clyfford Still Museum Free Day,"1251 Bannock Street, Denver, CO 80204",https://clyffordstillmuseum.org/info,4
5,3/25/2016 10:00:00,3/25/2016 20:00:00,Free all day long on the last Friday of every month!,Clyfford Still Museum Free Day,"1252 Bannock Street, Denver, CO 80204",https://clyffordstillmuseum.org/info,4
5,4/29/2016 10:00:00,4/29/2016 20:00:00,Free all day long on the last Friday of every month!,Clyfford Still Museum Free Day,"1253 Bannock Street, Denver, CO 80204",https://clyffordstillmuseum.org/info,4
5,5/27/2016 10:00:00,5/27/2016 20:00:00,Free all day long on the last Friday of every month!,Clyfford Still Museum Free Day,"1254 Bannock Street, Denver, CO 80204",https://clyffordstillmuseum.org/info,4
5,6/24/2016 10:00:00,6/24/2016 20:00:00,Free all day long on the last Friday of every month!,Clyfford Still Museum Free Day,"1255 Bannock Street, Denver, CO 80204",https://clyffordstillmuseum.org/info,4
5,7/29/2016 10:00:00,7/29/2016 20:00:00,Free all day long on the last Friday of every month!,Clyfford Still Museum Free Day,"1256 Bannock Street, Denver, CO 80204",https://clyffordstillmuseum.org/info,4
5,8/26/2016 10:00:00,8/26/2016 20:00:00,Free all day long on the last Friday of every month!,Clyfford Still Museum Free Day,"1257 Bannock Street, Denver, CO 80204",https://clyffordstillmuseum.org/info,4
5,9/30/2016 10:00:00,9/30/2016 20:00:00,Free all day long on the last Friday of every month!,Clyfford Still Museum Free Day,"1258 Bannock Street, Denver, CO 80204",https://clyffordstillmuseum.org/info,4
5,10/28/2016 10:00:00,10/28/2016 20:00:00,Free all day long on the last Friday of every month!,Clyfford Still Museum Free Day,"1259 Bannock Street, Denver, CO 80204",https://clyffordstillmuseum.org/info,4
5,1/2/2016 10:00:00,1/2/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"100 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5
5,2/6/2016 10:00:00,2/6/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"101 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5
5,3/5/2016 10:00:00,3/5/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"102 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5
5,4/2/2016 10:00:00,4/2/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"103 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5
5,5/7/2016 10:00:00,5/7/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"104 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5
5,6/4/2016 10:00:00,6/4/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"105 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5
5,7/2/2016 10:00:00,7/2/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"106 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5
5,8/6/2016 10:00:00,8/6/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"107 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5
5,9/3/2016 10:00:00,9/3/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"108 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5
5,10/1/2016 10:00:00,10/1/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"109 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5
5,11/5/2016 10:00:00,11/5/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"110 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5
5,12/3/2016 10:00:00,12/3/2016 20:00:00,Free Last Saturday at the Denver Art Museum. Remember kids under 18 are now free every day!,Denver Art Museum Free Day,"111 W 14th Avenue Pkwy, Denver, CO 80204",http://denverartmuseum.org/visitor-info/free-days,5